Organization Name,Organization Name URL,Number of Employees,Operating Status,Website,Contact Email,Phone Number,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Number of Alumni,Industry Groups,Industries,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Number of Private Notes,Tags,Headquarters Location,Estimated Revenue Range,Founded Date,Founded Date Precision,Top 5 Investors,LinkedIn
Winsoft,https://www.crunchbase.com/organization/winsoft,101-250,Active,http://www.winsoft.com,Support@winsoft.com,(949)428-4844,,,,,,,,,"Design, Hardware, Other, Software","Hardware, Mechanical Design, Product Management, Software",0,1,,Scientific and electric apparatus and instruments,273523,USD,273523,,,"Santa Ana, California, United States",$1M to $10M,2010-01-01,year,,https://www.linkedin.com/company/winsoft-inc./
Kelson,https://www.crunchbase.com/organization/geo-a-kelson-company-limited,251-500,Active,https://kelson.on.ca/,,+1905-898-3400,,,,,,,,,"Design, Hardware, Real Estate, Science and Engineering","Construction, Mechanical Design, Mechanical Engineering",,,,,5068994,USD,5068994,,,"Ottawa, Ontario, Canada",$10M to $50M,1944-01-01,year,,https://www.linkedin.com/company/geo--a--kelson/
TCM Group,https://www.crunchbase.com/organization/tcm-group-7723,51-100,Active,https://te2cm.com,info@te2cm.com,+52 646 244 3101,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Civil Engineering, Industrial Engineering, Industrial Manufacturing, Mechanical Design, Mechanical Engineering",,,,,,,,,,"Ensenada, Baja California, Mexico",$1M to $10M,2008-01-01,year,,https://www.linkedin.com/company/te2cm
Spray Nozzle Engineering,https://www.crunchbase.com/organization/spray-nozzle-engineering,101-250,Active,https://www.spraynozzle.com.au,sales@spraynozzle.com.au,+61-3-9583-2368,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Engineering, Manufacturing, Mechanical Design",25,0,Spraying Or Atomising In General,,,,,,,"Mentone, Victoria, Australia",,1988-01-01,year,,https://www.linkedin.com/company/spray-nozzle-engineering/?originalSubdomain=au
Microscopes Manufacturer,https://www.crunchbase.com/organization/microscopes-manufacturer,101-250,Active,https://www.microscopesmanufacturer.com/,info@coslabindia.com,+91-94161-13230,,,,,,,,,"Data and Analytics, Design, Hardware, Manufacturing","Manufacturing, Mechanical Design, Test and Measurement",,,,,,,,,,"Ambala, Haryana, India",$1M to $10M,1972-01-01,year,,https://www.linkedin.com/company/coslab-india/
Häny,https://www.crunchbase.com/organization/häny,101-250,Active,https://haeny.com,info@haeny.com,+41 44 925 41 11,,,,,,,,,"Design, Energy, Hardware, Manufacturing, Sustainability","Manufacturing, Mechanical Design, Renewable Energy",0,4,,Machines and machine tools,,,,,,"Jona, Zurich, Switzerland",$10M to $50M,1875-01-01,year,,https://www.linkedin.com/company/h-ny-ag/
KMA environmental technology,https://www.crunchbase.com/organization/kma-environmental-technology,101-250,Active,https://www.kma-filter.de,Info@kma-filter.de,+49 2244 9248 0,,,,,,,,,"Design, Hardware, Manufacturing","Industrial, Machinery Manufacturing, Manufacturing, Mechanical Design",0,10,,Environmental control apparatus,505892,USD,505892,,,"Königswinter, Nordrhein-Westfalen, Germany",$10M to $50M,1958-01-01,year,,https://www.linkedin.com/company/kma-umwelttechnik-gmbh/
AB Fonderie Italia,https://www.crunchbase.com/organization/ab-fonderie-italia,101-250,Active,https://www.fonderie-italia.com/,info@fonderie-italia.com,+39 389 481 5671,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Engineering, Machinery Manufacturing, Mechanical Design",,,,,478608,USD,478608,,,"Legnano, Lombardia, Italy",$1M to $10M,2010-01-01,year,,https://www.linkedin.com/company/ab-fonderie-italia/
OMR Automotive,https://www.crunchbase.com/organization/omr-automotive,1001-5000,Active,https://www.omrautomotive.com/,omr@omrautomotive.it,+39 030 21351,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering, Transportation","Automotive, Industrial, Manufacturing, Mechanical Design, Mechanical Engineering, Product Design",,,,,247400,USD,247400,,,"Rezzato, Lombardia, Italy",$10M to $50M,1919-01-01,year,,https://www.linkedin.com/company/omrautomotive
Rigmar,https://www.crunchbase.com/organization/rigmar,101-250,Active,https://www.rigmar.co.uk,info@rigmar.co.uk,+44 (0)1224 243000,,,,,,,,,"Design, Energy, Hardware, Natural Resources, Professional Services, Real Estate, Science and Engineering","Chemical, Compliance, Construction, Marine Technology, Mechanical Design, Mechanical Engineering, Nuclear, Oil and Gas, Risk Management",,,,,2800199,USD,2800199,,,"Aberdeen, Aberdeen City, United Kingdom",,2008-01-01,year,,https://www.linkedin.com/company/rigmar/
Koester Corporation,https://www.crunchbase.com/organization/koester-corporation,101-250,Active,https://www.koester-corp.com,,+1-419-599-0291,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,1232741,USD,1232741,,,"Napoleon, Ohio, United States",$10M to $50M,1970-01-01,year,,https://www.linkedin.com/company/koester-corporation/
Precision Kidd Steel Company,https://www.crunchbase.com/organization/precision-kidd-steel-company,101-250,Active,https://precisionkiddsteel.com/,,+1 800-945-5003,,,,,,,,,"Design, Hardware, Manufacturing, Natural Resources, Science and Engineering","Manufacturing, Mechanical Design, Mechanical Engineering, Precious Metals, Product Design",,,,,,,,,,"Aliquippa, Pennsylvania, United States",$10M to $50M,1966-01-01,year,,https://www.linkedin.com/company/precision-kidd-steel-co.-inc./
The AME Consulting Group,https://www.crunchbase.com/organization/the-ame-consulting-group,51-100,Active,https://amegroup.ca/,,6046845995,,,,,,,,,"Design, Hardware, Professional Services, Science and Engineering","Consulting, Mechanical Design, Mechanical Engineering",,,,,1505351,USD,1505351,,,"Vancouver, British Columbia, Canada",,2005-01-01,day,,https://www.linkedin.com/company/ame-consulting-group-ltd/
Rudds Consulting Engineers,https://www.crunchbase.com/organization/rudds-consulting-engineers,101-250,Active,https://www.rudds.com.au/,,+61 02 6240 2900,,,,,,,,,"Consumer Electronics, Design, Hardware, Manufacturing, Professional Services, Science and Engineering","Consulting, Electronics, Industrial Automation, Mechanical Design, Mechanical Engineering",,,,,,,,,,"Southbank, Victoria, Australia",$10M to $50M,1997-01-01,year,,https://www.linkedin.com/company/rudds-consulting-engineers/
AESC,https://www.crunchbase.com/organization/aesc-b761,51-100,Active,https://www.aesc.com.vn,info@aesc.com.vn,(84)-24-38185930,,,,,,,,,"Design, Education, Hardware, Professional Services, Science and Engineering","Aerospace, Consulting, Mechanical Design, Training",,,,,,,,,,"Hanoi, NA - Vietnam, Vietnam",$10M to $50M,2008-01-01,year,,https://www.linkedin.com/company/aerospace-engineering-services-jsc
M&D Mechanical Contractors,https://www.crunchbase.com/organization/m-d-mechanical-contractors,101-250,Active,https://www.mdmechanical.com/,info@mdmechanical.com,+1 256 350 6568,,,,,,,,,"Design, Hardware, Science and Engineering","Mechanical Design, Mechanical Engineering",,,,,2045162,USD,2045162,,,"Decatur, Alabama, United States",,1910-01-01,year,,https://www.linkedin.com/company/m&d-mechanical-contractors/
Lomar Machine and Tool,https://www.crunchbase.com/organization/lomar-machine-and-tool,51-100,Active,https://lomar.com/,,(517) 563-8136,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,391670,USD,391670,,,"Horton, Michigan, United States",$10M to $50M,1976-01-01,year,,https://www.linkedin.com/company/lomar-machine-&-tool-company
PMB-ALCEN,https://www.crunchbase.com/organization/pmb-alcen,101-250,Active,https://www.pmb-alcen.com,contact@pmb-alcen.com,+33 0 4 42 53 13 13,,,,,,,,,"Design, Hardware, Health Care, Manufacturing","Machinery Manufacturing, Manufacturing, Mechanical Design, Medical Device, Pharmaceutical",,,,,1244611,USD,1244611,,,"Peynier, Provence-Alpes-Cote d'Azur, France",$10M to $50M,1985-01-01,year,,https://www.linkedin.com/company/pmb-alcen/
Nilkanth Steel,https://www.crunchbase.com/organization/nilkanth-steel,51-100,Active,https://www.nilkanthsteels.com,,+91 2838 283 493,,,,,,,,,"Design, Hardware, Manufacturing","Industrial, Manufacturing, Mechanical Design",,,,,1792592,USD,1792592,,,"Gandhidham, Gujarat, India",$10M to $50M,2003-01-01,year,,https://www.linkedin.com/company/nilkanth-concast-pvt-ltd-
Azel Enterprise,https://www.crunchbase.com/organization/azel-enterprise,101-250,Active,https://azelent.com,info@stylemixthemes.com,+1 510 209 2196,,,,,,,,,"Design, Hardware, Manufacturing","Industrial, Manufacturing, Mechanical Design",,,,,27071,USD,27071,,,"San Jose, California, United States",$1M to $10M,2013-01-01,year,,https://www.linkedin.com/company/azel-enterprise/
EPCON,https://www.crunchbase.com/organization/epcon,101-250,Active,https://epconindia.com,mail@epconindia.com,+91 9661725832,,,,,,,,,"Design, Hardware, Other, Professional Services, Science and Engineering, Social Impact","Consulting, Mechanical Design, Mechanical Engineering, Non Profit",,,,,,,,,,"Ranchi, Jharkhand, India",$50M to $100M,,,,https://www.linkedin.com/company/epcon-india
GAI,https://www.crunchbase.com/organization/gai,101-250,Active,https://www.gai-it.com,Info:gai@gai-it.com,+39 0172-574416,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering",0,1,,Machines and machine tools,2211151,USD,2211151,,,"Alba, Piemonte, Italy",$1M to $10M,1946-01-01,year,,https://www.linkedin.com/company/gai-macchine-imbottigliatrici
Pipe Systems Mechanical,https://www.crunchbase.com/organization/pipe-systems-mechanical,51-100,Active,https://pipeandductsystems.com/,info@pipeandductsystems.com,+1 636 677 5700,,,,,,,,,"Design, Hardware, Real Estate","Building Material, Construction, Heating, Ventilation, and Air Conditioning (HVAC), Mechanical Design",,,,,872808,USD,872808,,,"Fenton, Missouri, United States",$1M to $10M,1992-01-01,year,,https://www.linkedin.com/company/pipe-systems-mechanical/
MELEC,https://www.crunchbase.com/organization/melec,51-100,Active,http://www.melec.co.jp/,,086-255-0055,,,,,,,,,"Design, Hardware, Other, Real Estate","Construction, Mechanical Design, Service Industry",,,,,,,,,,"Okayama, Okayama, Japan",,1964-07-22,day,,https://www.linkedin.com/company/%EF%BC%88%E6%A0%AA%EF%BC%89%E3%83%A1%E3%83%AC%E3%83%83%E3%82%AF/
Concept Elevator,https://www.crunchbase.com/organization/concept-elevator,51-100,Active,https://conceptelevator.com,sales@conceptelevator.com,+1 786 845 8955,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Manufacturing, Mechanical Design, Mechanical Engineering",,,,,176060,USD,176060,,,"Miami, Florida, United States",$10M to $50M,2003-01-01,year,,https://www.linkedin.com/company/concept-elevator-group-ceg/
GIVA,https://www.crunchbase.com/organization/gruppo-industriale-vienna-antonio,1001-5000,Active,https://www.givagroup.it/,,,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Industrial Engineering, Manufacturing, Mechanical Design",0,2,,Common metals and their alloys; ores,282992,USD,282992,,,"Rho, Lombardia, Italy",$10M to $50M,1960-01-01,year,,https://www.linkedin.com/company/giva-group/
Tada,https://www.crunchbase.com/organization/tada-aa4f,251-500,Active,http://www.tadachina.com.cn,,86-531-75879988,,,,,,,,,"Design, Hardware, Manufacturing, Transportation","Manufacturing, Mechanical Design, Parking",,,,,,,,,,"Jinan, Shandong, China",,2001-12-18,day,"CSC Group, Orient Bangxin Capital Co., Ltd., Laigang Construction, J.Gold Stone Capital (HK)",
Dulam International,https://www.crunchbase.com/organization/dulam-international,101-250,Active,https://www.dulam.com,info@dulam.com,+971 4 324 13 60,,,,,,,,,"Design, Hardware, Professional Services, Sports","Diving, Field Support, Mechanical Design",,,,,,,,,,"Dubai, Dubai, United Arab Emirates",$50M to $100M,1971-01-01,year,,https://www.linkedin.com/company/dulam-international-limited/
Solartron ISA,https://www.crunchbase.com/organization/solartron-isa,51-100,Active,https://www.solartronisa.com/,sales.solartronisa@ametek.com,+44 0 1388 773065,,,,,,,,,"Design, Hardware, Manufacturing","Industrial, Manufacturing, Mechanical Design",,,,,658495,USD,658495,,,"Durham, North Carolina, United States",,1968-01-01,year,,https://www.linkedin.com/company/solartron-isa/
ESCO Power,https://www.crunchbase.com/organization/esco-power,251-500,Active,https://www.escopower.be/,info@escopower.be,+32 2 717 6490,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Engineering, Industrial Manufacturing, Machinery Manufacturing, Mechanical Design, Mechanical Engineering",,,,,377959,USD,377959,,,"Ghislenghien, Hainaut, Belgium",$10M to $50M,2006-01-01,year,,https://www.linkedin.com/company/esco-power/
Spalding Automotive,https://www.crunchbase.com/organization/spalding-automotive,51-100,Active,https://www.spaldingautomotive.com,info@spaldingautomotive.com,+1 215 826 4000,,,,,,,,,"Design, Hardware, Manufacturing, Transportation","Automotive, Industrial, Manufacturing, Mechanical Design",,,,,216441,USD,216441,,,"Bensalem, Pennsylvania, United States",$10M to $50M,1987-01-01,year,,https://www.linkedin.com/company/spalding-automotive-inc-
Industrial Maintenance,https://www.crunchbase.com/organization/industrial-maintenance-31c1,51-100,Active,https://www.imikansas.com,sales@imikansas.com,+1 785 842 6252,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering, Software","CAD, Industrial Engineering, Manufacturing, Mechanical Design",,,,,560060,USD,560060,,,"Topeka, Kansas, United States",,1986-01-01,year,,https://www.linkedin.com/company/imikansas
Johnson Industries,https://www.crunchbase.com/organization/johnson-industries-541a,51-100,Active,https://brakes.ca,,+1  604 940 4555,,,,,,,,,"Design, Hardware, Manufacturing","Industrial, Manufacturing, Mechanical Design",,,,,116290,USD,116290,,,"Delta, British Columbia, Canada",,1966-01-01,year,,https://www.linkedin.com/company/johnson-industries-ltd-
Dagesh Group,https://www.crunchbase.com/organization/dagesh-group,101-250,Active,https://www.dagesh-fk.com,dagesh@dagesh-fk.com,+972 08 942 2294,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Manufacturing, Mechanical Design, Mechanical Engineering",,,,,,,,,,"Yad Binyamin, HaMerkaz, Israel",$1M to $10M,1994-01-01,year,,https://www.linkedin.com/company/%D7%93%D7%92%D7%A9-%D7%A4-%D7%A7
Magnaloy,https://www.crunchbase.com/organization/magnaloy,101-250,Active,https://www.magnaloy.com,sales@magnaloy.com,+1 989 356 2186,,,,,,,,,"Design, Hardware, Manufacturing","Industrial, Machinery Manufacturing, Manufacturing, Mechanical Design",,,,,651675,USD,651675,,,"Alpena, Michigan, United States",$10M to $50M,1956-01-01,year,,
Newby Foundries,https://www.crunchbase.com/organization/newby-foundries,51-100,Active,https://newbyfoundries.co.uk/,sales@newbyfoundries.co.uk,+44 121 556 4451,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Engineering, Industrial Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering",0,16,,Basic staples,343147,USD,343147,,,"Wednesbury, Staffordshire, United Kingdom",$10M to $50M,1890-01-01,year,,https://www.linkedin.com/company/newby-foundries/
Wilcox Machine,https://www.crunchbase.com/organization/wilcox-machine,101-250,Active,https://www.wilcoxmachine.com,sales@wilcoxmachine.com,+1 562 927 5353,,,,,,,,,"Design, Hardware, Manufacturing, Other, Science and Engineering","Commercial, Industrial Automation, Machinery Manufacturing, Mechanical Design",,,,,184713,USD,184713,,,"Bell Gardens, California, United States",$10M to $50M,1954-01-01,year,,https://www.linkedin.com/company/wilcox-machine
Cogar Manufacturing,https://www.crunchbase.com/organization/cogar-manufacturing,51-100,Active,https://cogarmanufacturing.com,,1 (304) 252-4435,,,,,,,,,"Design, Hardware, Manufacturing, Natural Resources","Machinery Manufacturing, Manufacturing, Mechanical Design, Mining",,,,,201798,USD,201798,,,"Pearisburg, Virginia, United States",$10M to $50M,1979-01-01,year,,https://www.linkedin.com/company/cogar-manufacturing-inc.
Selt,https://www.crunchbase.com/organization/selt-faaa,51-100,Active,https://selt.pt,info@selt.pt,+351 23 943 0034,,,,,,,,,"Consumer Electronics, Design, Hardware, Manufacturing","Electronics, Manufacturing, Mechanical Design",0,1,,Scientific and electric apparatus and instruments,124131,USD,124131,,,"Torre De Vilela, Coimbra, Portugal",$1M to $10M,2006-01-01,year,,https://www.linkedin.com/company/selt
Hoist Liftruck Manufacturing,https://www.crunchbase.com/organization/hoist-liftruck-manufacturing,251-500,Active,http://www.hoistlift.com/,,708-458-2200,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Engineering, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,882431,USD,882431,,,"East Chicago, Indiana, United States",$10M to $50M,1994-01-01,day,,https://www.linkedin.com/company/hoist-liftruck/
